# CMUdict-derived US English IPA. Source: cmusphinx/cmudict (BSD-2-Clause,
# Copyright (C) 1993-2015 Carnegie Mellon University). See THIRD_PARTY_NOTICES.md.
# Format: word<TAB>ipa1;ipa2;...   Generated by tools/make_ipa_dict.py — do not edit by hand.
a	ə;ˈeɪ
americanism	əˈmerɪkəˌnɪzəm
americanization	əˌmerəkənəˈzeɪʃən
americanize	əˈmerəkəˌnaɪz
americanized	əˈmerɪkəˌnaɪzd
americano	əˌmerɪˈkɑːnoʊ
americanos	əˌmerɪˈkɑːnoʊz
americans	əˈmerəkənz;əˈmerɪkənz
americans'	əˈmerɪkənz
americar	əˈmerɪˌkɑːr
americare	əˈmerɪˌker
americares	əˈmerɪˌkerz
americas	əˈmerəkəz;əˈmerɪkəz
americas'	əˈmerɪˌkʌz
americium	əmeˈrɪˌsiːəm
americo	əˈmɜːrəkoʊ
americold	əˈmerɪˌkoʊld
americorp	əˈmerɪˌkɔːr;əˈmerɪˌkɔːrp
americorps	əˈmerɪˌkɔːr
americus	əˈmerɪkəs
ameridata	əˈmerəˌdætə
amerifirst	əˈmerɪfərst
amerifirst's	əˈmerɪfərsts
amerigas	əˈmerɪˌɡæs
amerigo	ɑːmərˈiːɡoʊ
amerihost	əˈmerəˌhoʊst
amerika	əˈmerɪkə
amerindian	ˌæmərˈɪndiən
amerine	ɑːmərˈiːni
ameritech	əˈmerɪˌtek
ameritech's	əˈmerɪˌteks
ameritrust	əˈmerɪˌtrʌst
amerman	ˈæmərmən
amero	ɑːˈmeroʊ
ameron	ˈæmərɑːn
ameron's	ˈæmərɑːnz
amerongen	ˌæmərˈɔːndʒən
amersham	ˈæmərˌʃæm
amerson	ˈæmərsən
amery	ˈæməri
ames	ˈeɪmz
ames'	ˈeɪmz
ames's	ˈeɪmzɪz
amesville	ˈeɪmzvɪl
ametek	ˈæməˌtek
ametek's	ˈæməˌteks
amethyst	ˈæmɪθɪst
amev	ˈæmev
amex	ˈæˌmeks
amex's	ˈæmeksɪz
amexco	əˈmekskoʊ
amexco's	əˈmekskoʊz
amey	ˈeɪmi
amezcua	əˈmezkjuə
amezquita	ɑːmezˈkwiːtə
amfac	ˈæmfæk
amfesco	æmˈfeskoʊ
amgen	ˈæmdʒen
amgen's	ˈæmdʒenz
amharic	ɑːmˈhɑːrɪk
amherst	ˈæmərst
amherstdale	ˈæmərstˌdeɪl
amhoist	æmˈhɔɪst
ami	ˈɑːmi
amiability	ˌeɪmiəˈbɪləti
amiable	ˈeɪmiəbəl
amiably	ˈeɪmiəbli
amicable	ˈæmɪkəbəl
amicably	ˈæmɪkəbli
amick	ˈæmɪk
amico	ɑːˈmiːkoʊ
amicone	ˈæmɪˌkoʊn
amicus	əˈmiːkəs
amid	əˈmɪd
amide	ˈeɪˌmaɪd
amides	ˈeɪˌmaɪdz
amidi	ɑːˈmiːdi
amidon	ˈæmɪdɑːn
amidships	əˈmɪdʃɪps
amidst	əˈmɪdst
amie	ˈæmi
amiga	əˈmiːɡə
amigo	əˈmiːˌɡoʊ
amigos	əˈmiːˌɡoʊz
amilia	ɑːˈmiːliə
amin	ɑːˈmiːn
amine	ˌeɪˈmiːn
amino	əˈmiːnoʊ
aminta	əˈmɪntə
amiot	ˈeɪmiət
amiprilose	əˈmɪprəˌloʊs
amir	əˈmɪr;ɑːˈmɪr
amir's	əˈmɪrz;ɑːˈmɪrz
amiram	ˈæməræm
amiran	ˈæmɪrən
amirault	ˈæmaɪraʊlt
amirav	ˈæmɪˌræv
amiri	ɑːˈmɪri
amis	ˈæmɪs
amish	ˈɑːmɪʃ;ˈeɪmɪʃ
amison	ˈæmɪsən
amiss	əˈmɪs
amistad	ˈæməˌstæd
amit	ˌɑːˈmiːt
amitabha	əˌmiːˈtɑːbə
amitai	ˈæmɪˌtaɪ
amity	ˈæmɪti
amityville	ˈæmɪtiˌvɪl
amman	ˈæmən;əˈmɑːn
ammann	ˈæmən
ammeen	əˈmiːn
ammerman	ˈæmərmən
ammeter	ˈæˌmiːtər
ammeters	ˈæˌmiːtərz
ammirati	ɑːmɪˈrɑːti
ammo	ˈæˌmoʊ
ammon	ˈæmən
ammonia	əˈmoʊnjə
ammonite	ˈæməˌnaɪt
ammonites	ˈæməˌnaɪts
ammonium	əˈmoʊniəm
ammons	ˈæmənz
ammunition	ˌæmjəˈnɪʃən
ammunitions	ˌæmjəˈnɪʃənz
amnesia	æmˈniːʒə
amnesiac	æmˈniːziˌæk
amnesties	ˈæmnəstiz
amnesty	ˈæmnəsti
amnio	ˈæmnioʊ
amniocentesis	ˌæmnioʊˌsenˈtiːsɪs
amniotic	ˈæmniɔːtɪk
amo	ˈɑːmoʊ
amoco	ˈæməkoʊ
amoco's	ˈæməkoʊz
amoeba	əˈmiːbə
amoebas	əˈmiːbəz
amoebic	əˈmiːbɪk
amok	əˈmʌk
amon	ɑːˈmɔːn
among	əˈmʌŋ
amongst	əˈmʌŋst
amoolya	əˈmuːljə
amor	ˈæmər
amoral	eɪˈmɔːrəl
amore	ˈɑːmɔːr
amorette	ˈæmərˌet
amorist	ˈæmərəst
amorita	ɑːmɔːˈriːtə
amorosi	ɑːmɔːˈroʊsi
amoroso	ɑːmɔːˈroʊsoʊ
amorous	ˈæmərəs
amorphous	əˈmɔːrfəs
amortization	ˌæmərtɪˈzeɪʃən
amortize	ˈæmərˌtaɪz
amortized	ˈæmərˌtaɪzd
amortizing	ˈæmərˌtaɪzɪŋ
amoruso	ˌæmərˈuːsoʊ
amory	ˈeɪməri
amos	ˈeɪməs
amos's	ˈeɪməsɪz
amoskeag	ˈæməˌskeɪɡ
amoskeag's	ˈæməˌskeɪɡz
amoss	əˈmɔːs
amount	əˈmaʊnt
amounted	əˈmaʊntɪd;əˈmaʊnɪd
amounting	əˈmaʊntɪŋ;əˈmaʊnɪŋ
amounts	əˈmaʊnts
amour	ˌɑːˈmuːr
amoxicillin	əˈmɔːksəˌsɪlɪn
amp	ˈæmp
ampad	ˈæmpæd
ampal	ˈæmpəl
amparan	ˈæmpərən
ampato	ˌɑːmˈpɑːtoʊ
ampco	ˈæmpkoʊ
amperage	ˈæmˌpɜːrɪdʒ
ampere	ˈæmˌpɜːr
amperes	ˈæmˌpɜːrz
ampersand	ˈæmpərˌsænd
ampex	ˈæmˌpeks
amphenol	ˈæmfənɔːl
amphetamine	æmˈfetəˌmiːn
amphetamines	æmˈfetəˌmiːnz
amphibian	æmˈfɪbiən
amphibians	æmˈfɪbiənz
amphibious	æmˈfɪbiəs
amphibole	ˈæmfəˌboʊl;ˈæmfɪˌboʊl
amphitheater	ˌæmfəθiˈeɪtər
amphitheaters	ˌæmfəθiˈeɪtərz
amphitheatre	ˌæmfəθiˈeɪtər
amphophilic	ˌæmfəˈfɪlɪk
amphora	ˈæmfərə
amphorae	ˈæmfərˌiː
ample	ˈæmpəl
amplicons	ˈæmplɪkɔːnz
amplification	ˌæmpləfəˈkeɪʃən
amplifications	ˌæmpləfəˈkeɪʃənz
amplified	ˈæmpləˌfaɪd
amplifier	ˈæmpləˌfaɪər
amplifiers	ˈæmpləˌfaɪərz
amplifies	ˈæmpləˌfaɪz
amplify	ˈæmpləˌfaɪ
amplifying	ˈæmpləˌfaɪɪŋ
ampligen	ˈæmplɪdʒen
amplitude	ˈæmpləˌtuːd
amplocore	ˈæmpləˌkɔːr
amply	ˈæmpli
ampol	ˈæmpɔːl
amputate	ˈæmpjəˌteɪt
amputated	ˈæmpjəˌteɪtɪd
amputation	ˌæmpjəˈteɪʃən
amputations	ˌæmpjuˈteɪʃənz
amputee	ˌæmpjəˈtiː
amputees	ˌæmpjəˈtiːz
amr	ˈɑːmər
amraam	æmˈrɑːm
amre	ˈæmrə
amrein	ˈæmraɪn
amrep	ˈæmrep
amrhein	ˈæmərˌhaɪn
amrine	ˈæmrin
amritsar	æmˈrɪtsər;ˈæmrɪtˌsɑːr
amro	ˈæmroʊ
ams	ˈæmz
amsbaugh	ˈæmzˌbɔː
amsco	ˈæmskoʊ
amsden	ˈæmzdən
amsler	ˈæmzlər
amsouth	ˈæmˌsaʊθ
amspacher	ˈæmspəkər
amstar	ˈæmˌstɑːr
amster	ˈæmstər
amsterdam	ˈæmstərˌdæm
amsterdam's	ˈæmstərˌdæmz
amstrad	ˈæmˌstræd
amstutz	ˈæmstəts
amtech	ˈæmˌtek
amtrack	ˈæmˌtræk
amtrak	ˈæmtræk
amtrak's	ˈæmˌtræks
amuck	əˈmʌk
amulet	ˈæmjələt
amulets	ˈæmjələts
amundsen	ˈeɪməndsən;ˈɑːməndsən
amundson	ˈæməndsən
amuse	əˈmjuːz
amused	əˈmjuːzd
amusement	əˈmjuːzmənt
amusements	əˈmjuːzmənts
amusements'	əˈmjuːzmənts
amuses	əˈmjuːzɪz
amusing	əˈmjuːzɪŋ
amusingly	əˈmjuːzɪŋli
amvest	ˈæmvest
amvestor	ˌæmˈvestər
amvestors	ˌæmˈvestərz
amway	ˈæmˌweɪ
amy	ˈeɪmi
amy's	ˈeɪmiz
amygdala	ˌæmɪɡˈdɑːlə
amylin	ˈæmɪˌlɪn
amyloid	ˈæmɪˌlɔɪd
amyotrophic	ˌæmaɪəˈtroʊfɪk;ˌæmiəˈtroʊfɪk
amyx	ˈæmɪks
an	ˈæn;ən
ana	ˈɑːnə;ˈænə
anabaptist	ˌænəˈbæptəst
anable	ˈeɪnəbəl
anabolic	ˌænəˈbɑːlɪk
anac	ˈænæk
anachronism	əˈnækrəˌnɪzəm
anachronisms	əˈnækrəˌnɪzəmz
anachronistic	əˌnækrəˈnɪstɪk
anacin	ˈænəsɪn
anacker	ˈænəkər
anacomp	ˈænəˌkɑːmp
anaconda	ˌænəˈkɑːndə
anacortes	ˌænəˈkɔːrtəs
anacostia	ˌænəˈkɑːstiə
anacostia's	ˌænəˈkɑːstiəz
anadarko	ˌænəˈdɑːrkoʊ
anadarko's	ˌænəˈdɑːrkoʊz
anaerobe	ˈænərˌoʊb
anaerobes	ˈænərˌoʊbz
anaerobic	ˌænərˈoʊbɪk
anaesthesia	ˌænəsˈθiːʒə
anaesthesiologist	ˌænəsˌθiːziˈɑːlədʒɪst
anaesthesiologists	ˌænəsˌθiːziˈɑːlədʒɪsts
anaesthesiology	ˌænəsθiziˈɑːlədʒi
anaesthetic	ˌænəsˈθetɪk
anaesthetics	ˌænəsˈθetɪks
anaesthetist	əˈnesθetɪst
anafranil	əˈnæfrəˌnɪl
anagnos	ɑːˈnɑːɡnoʊz
anagram	ˈænəˌɡræm
anaheim	ˈænəˌhaɪm
anakin	ˈænɑːˌkɪn
anal	ˈeɪnəl
analgesic	ˌænəlˈdʒiːsɪk
analgesics	ˌænəlˈdʒiːzɪks
analog	ˈænəˌlɔːɡ
analogic	ˌænəˈlɑːdʒɪk
analogies	əˈnælədʒiz
analogous	əˈnæləɡəs
analogue	ˈænəˌlɔːɡ
analogy	əˈnælədʒi
analysand	æˈnælɪˌzænd
analyses	əˈnæləˌsiːz
analysis	əˈnæləsəs;əˈnælɪsɪs
analyst	ˈænəlɪst
analyst's	ˈænəlɪsts
analysts	ˈænəlɪsts
analysts'	ˈænəlɪsts
analytic	ˌænəˈlɪtɪk
analytical	ˌænəˈlɪtɪkəl
analytically	ˌænəˈlɪtɪkli
analyticity	ˌænələˈtɪsəti
analytics	ˌænəˈlɪtɪks
analyzable	ˈænəˌlaɪzəbəl
analyzand	ˌæˈnɑːˌliːzɑːnd
analyze	ˈænəˌlaɪz
analyzed	ˈænəˌlaɪzd
analyzer	ˈænəˌlaɪzər
analyzers	ˈænəˌlaɪzərz
analyzes	ˈænəˌlaɪzɪz
analyzing	ˈænəˌlaɪzɪŋ
anamaria	ˌænəməˈriːə
anand	ˈænənd
anandale	ˈænənˌdeɪl
anandeep	ˌɑːnɑːnˈdiːp
anania	ɑːˈnɑːniə
anantha	əˈnænθə
anaphora	əˈnæfərə
anaphylaxis	ˌænəfəˈlæksɪs
anaplasia	ˌænəˈpleɪʒjə
anaplastic	ˌænəˈplæstɪk
anarchic	æˈnɑːrkɪk
anarchical	æˈnɑːrkɪkəl
anarchist	ˈænərˌkɪst
anarchists	ˈænərˌkɪsts
anarchy	ˈænərˌkiː
anaren	ˈænərən
anas	ˈænəs
anasazi	ˌænəˈsæzi;ˌænəˈsɑːzi
anasquan	ˈænəskwɑːn
anast	ˈɑːnɑːst
anastas	ˈænəstəz
anastasi	ɑːnɑːˈstɑːsi
anastasia	ænəˈsteɪʒə
anastasio	ɑːnɑːˈstɑːsioʊ;ˌænəˈstɑːsioʊ
anastos	ˈænəstoʊz
anathema	əˈnæθəmə
anatola	ɑːnɑːˈtoʊlə
anatole	ˈænəˌtoʊl
anatoli	ˌænəˈtoʊli
anatolia	ˌænəˈtoʊliə
anatolian	ˌænəˈtoʊliən
anatoly	ˌænəˈtoʊli
anatomic	ˌænəˈtɑːmɪk
anatomical	ˌænəˈtɑːməkəl;ˌænəˈtɑːmɪkəl
anatomically	ˌænəˈtɑːməkli
anatomist	əˈnætəməst;əˈnætəmɪst
anatomy	əˈnætəmi
anawalt	ˌænəˈwɑːlt
anaya	ɑːˈnɑːjə
anbari	ænˈbɑːri
ancel	ənˈsel
ancell	ɑːnˈseɪl
ancestor	ˈænˌsestər
ancestor's	ˈænˌsestərz
ancestors	ˈænˌsestərz
ancestors'	ˈænˌsestərz
ancestral	ænˈsestrəl
ancestry	ˈænsestri
ancheta	ɑːnˈketə
ancho	ˈæntʃoʊ
anchondo	ɑːnˈkoʊndoʊ
anchor	ˈæŋkər
anchor's	ˈæŋkərz
anchorage	ˈæŋkərədʒ;ˈæŋkrɪdʒ
anchored	ˈæŋkərd
anchoring	ˈæŋkərɪŋ
anchorman	ˈæŋkərˌmæn;ˈæŋkərmən
anchormen	ˌæŋkərˈmen
anchors	ˈæŋkərz
anchovies	ænˈtʃoʊviz;ˈænˌtʃoʊviz
anchovy	ænˈtʃoʊvi;ˈænˌtʃoʊvi
ancient	ˈeɪntʃənt;ˈeɪnʃənt
ancients	ˈeɪntʃənts;ˈeɪnʃənts
ancillary	ˈænsəˌleri
ancira	ɑːnˈtʃɪrə
ancona	ɑːnˈkoʊnə
ancrum	ənˈkrʌm
anctil	ˈæŋktɪl
and	ənd;ˈænd
andal	ˈændəl
andalusia	ˌændəˈluːʒə
andalusian	ˌændəˈluːʃən
andante	ɑːnˈdɑːnteɪ
andantino	ˌɑːnˌdɑːnˈtiːnoʊ
andean	ˈændiən
andel	ˈændəl
ander	ˈændər
andera	ˈændərə
anderberg	ˈændərbərɡ
anderegg	ˈændərɪɡ
anderle	ˈændərəl
anderlini	ˌændərˈliːni
anderman	ˈændərmən
anders	ˈændərz
andersen	ˈændərsən
andersen's	ˈændərsənz
anderson	ˈændərsən
anderson's	ˈændərsənz
andersons	ˈændərsənz
andersonville	ˈændərsənvɪl
andersson	ˈændərsən
andert	ˈændərt
anderton	ˈændərtən
andes	ˈændiz
andesite	ˈændɪˌsaɪt
andi	ˈændi
andie	ˈændi
anding	ˈændɪŋ
andino	ɑːnˈdiːnoʊ
andiron	ˈænˌdaɪərn
andis	ˈændɪs
andler	ˈændlər
ando	ˈændoʊ
andolina	ɑːndoʊˈliːnə
andonian	ˌænˈdoʊniən
andoras	ænˈdɔːrəz
andorra	ænˈdɔːrə
andover	ˈændoʊvər
andrada	ɑːnˈdrɑːdə
andrade	ˈænˌdreɪd
andrae	ˈɑːndraɪ
andraki	ænˈdæki
andras	ˈɑːndrəs
andre	ˈɑːnˌdreɪ
andrea	ˈænˌdriːə;ˌɑːnˈdreɪə
andrea's	ˈænˌdriːəz;ˌɑːnˈdreɪəz
andreae	ɑːnˈdreɪɑː
andreana	ˌænˌdriːˈɑːnɑː
andreani	ˌænˌdriːˈɑːni
andreano	ˌænˌdriːˈɑːnoʊ
andreas	ɑːnˈdreɪəs
andreasen	ˈændrisən
andreason	ˌænˈdriːsən
andreassen	ˈændrəsən
andree	ənˈdriː
andreen	ənˈdriːn
andrei	ˈænˌdreɪ
andreini	ɑːndreɪˈiːni
andrej	ˈɑːndreɪ
andren	ˈændərən
andreoli	ɑːndreɪˈoʊli
andreoni	ɑːndreɪˈoʊni
andreotti	ɑːndriˈɑːti;ˌændriˈɑːdi
andreozzi	ɑːndriˈɑːtsi
andrepont	ɑːnˈdreɪpoʊnt
andres	ˈɑːndreɪz;ˈændreɪz
andresen	ænˈdriːsən
andreski	ænˈdreski
andress	ˈɑːndres
andretti	ˌænˈdreti
andretti's	ˌænˈdretiz
andreu	ˈændru
andrew	ˈændru
andrew's	ˈænˌdruːz
andrews	ˈænˌdruːz
andrews'	ˈænˌdruːz
andrey	ˈændri
andrezak	ˈændrəzæk
andria	ˈændriə
andriana	ɑːndriˈænə
andriano	ɑːndriˈɑːnoʊ
andric	ˈændrɪk
andrich	ˈændrɪk
andrick	ˈændrɪk
andries	ənˈdriːz
andriessen	ˌænˈdriːsən
andringa	ɑːnˈdriːŋɡə
andriola	ɑːndriˈoʊlə
andrist	ˈændrɪst
androgynous	ænˈdrɔːdʒənəs
androgyny	ænˈdrɔːdʒəni
android	ˈænˌdrɔɪd
androids	ˈænˌdrɔɪdz
andromeda	ænˈdrɑːmədə
andropov	ænˈdrɑːˌpɑːv
andros	ˈændrɑːs
andrus	ˈændrəs
andruskevich	ˌændrəˈsevɪtʃ
andry	ˈændri
andrzej	ˈɑːnˌdreɪ
andrzejewski	əndʒeɪˈefski
ands	ˈændz
andujar	ɑːnduˈjɑːr
andy	ˈændi
andy's	ˈændiz
ane	ˈeɪn;ˈæn
anecdotal	ˌænəkˈdoʊtəl;ˌænɪkˈdoʊtəl
anecdotally	ˌænəkˈdoʊtəli;ˌænɪkˈdoʊtəli
anecdote	ˈænəkˌdoʊt
anecdotes	ˈænəkˌdoʊts;ˈænɪkˌdoʊts
anello	əˈneloʊ
anemia	əˈniːmiə
anemias	əˈniːmiəz
anemic	əˈniːmɪk
anemometer	ˌænəˈmɑːmətər
anemone	ˈænɪˌmoʊn;əˈneməni
anencephalic	æˌnensəˈfælɪk;ænɪnˈsefəlɪk
anencephaly	ænɪnˈsefəli
anestachio	ˌænɪˈstætʃioʊ
anesthesia	ˌænɪsˈθiːʒə
anesthesiologist	ˌænəsˌθiːziˈɑːlədʒəst
anesthesiologists	ˌænəsˌθiːziˈɑːlədʒəsts
anesthesiology	ˌænəsθiziˈɑːlədʒi
anesthetic	ˌænəsˈθetɪk
anesthetics	ˌænəsˈθetɪks
anesthetist	əˈnesθətəst
anette	əˈnet
aneurism	ˈænjʊˌrɪzəm
aneurysm	ˈænjʊˌrɪzəm
anew	əˈnuː;əˈnjuː
anfal	ˌeɪˌeˌneˌfeɪˈel;ˈænfɑːl
anfinson	ˈænfɪnsən
ang	ˈæŋ
ange	ˈeɪndʒ
angel	ˈeɪndʒəl
angel's	ˈeɪndʒəlz
angela	ˈændʒələ
angela's	ˈændʒələz
angeleno	ˌændʒəˈlenoʊ;ˌændʒəˈliːnoʊ
angelenos	ˌændʒəˈlenoʊz;ˌændʒəˈliːnoʊz
angeles	ˈændʒəlɪs
angeles'	ˈændʒəˌliːz
angeles's	ˈændʒəlɪsɪz
angeletti	ɑːŋɡeˈleti
angelfish	ˈeɪndʒəlˌfɪʃ
angeli	ɑːŋˈɡeli
angelic	ˌænˈdʒelɪk
angelica	ænˈdʒelɪkə;ˈændʒəˌliːkə
angelically	ænˈdʒelɪkli
angelicas	ænˈdʒelɪkəz
angelico	ɑːŋɡeˈliːkoʊ
angelika	ænˈdʒeˌlɪkə
angelillo	ɑːŋɡeˈlɪloʊ
angelina	ændʒeˈliːnə
angeline	ˈeɪŋɡɪlaɪn;ˈændʒəlin
angelini	ɑːŋɡeˈliːni
angelino	ˌændʒəˈliːnoʊ;ˌɑːŋɡeˈliːnoʊ
angelino's	ˌændʒəˈliːnoʊz;ˌɑːŋɡeˈliːnoʊz
angelinos	ˌændʒəˈliːnoʊz;ˌæŋɡəˈliːnoʊz
angelique	ˌændʒeˈliːk
angelita	ɑːŋɡeˈliːtə
angell	ˈeɪndʒəl
angelle	eɪŋˈɡel
angello	ˌænˈdʒeloʊ
angelo	ˈændʒəˌloʊ
angelo's	ˈændʒəˌloʊz
angeloff	ˈeɪŋɡɪlɔːf;ˈændʒɪlɔːf
angelone	ɑːŋɡeˈloʊni
angeloni	ɑːŋɡeˈloʊni
angelos	ˈændʒəˌloʊz
angelou	ˈændʒəˌluː
angeloz	ˈændʒəˌloʊz
angels	ˈeɪndʒəlz
angels'	ˈeɪndʒəlz
angelucci	ɑːŋɡeˈluːtʃi
anger	ˈæŋɡər
angered	ˈæŋɡərd
angerer	ˈæŋɡərər
angering	ˈæŋɡərɪŋ
angerman	ˈæŋərmən
angermeier	ˈeɪŋɡərmaɪər
angers	ˈæŋɡərz
angert	ˈeɪŋɡərt
angevine	ˈeɪŋɡɪvaɪn
angi	ˈændʒi
angie	ˈændʒi
angier	ˈændʒiər
angina	ænˈdʒaɪnə
angio	ˈænˌdʒiːoʊ
angiogenesis	ˌændʒioʊˈdʒenəsəs
angiogram	ˈænˌdʒiːoʊˌɡræm
angiomedic	ˌænˌdʒiːoʊˈmedɪk
angiomedics	ˌænˌdʒiːoʊˈmedɪks
angioplasty	ˌænˌdʒiːəˈplæsti
angiotensin	ˌænˌdʒiːoʊˈtensɪn
angle	ˈæŋɡəl
angled	ˈæŋɡəld
anglemyer	ˈæŋɡəlˌmaɪər
anglen	ˈæŋɡələn
angler	ˈæŋɡlər
anglers	ˈæŋɡlərz
angles	ˈæŋɡəlz
angleton	ˈæŋɡəltən
angley	ˈæŋɡli
anglia	ˈæŋɡliə
anglican	ˈæŋɡləkən
anglicans	ˈæŋɡlɪkənz
anglicize	ˈæŋlɪˌsaɪz
anglicized	ˈæŋlɪˌsaɪzd
anglim	ˈæŋɡlɪm
anglin	ˈæŋɡlɪn
angling	ˈæŋɡlɪŋ
anglo	ˈæŋɡloʊ
anglo-catholicism	ˌæŋɡloʊkəˈθɔːləˌsɪzəm
anglophile	ˈænɡləˌfaɪl
anglophone	ˈænɡləˌfoʊn
anglophones	ˈænɡləˌfoʊnz
anglos	ˈæŋɡloʊz;ˈæŋɡloʊs
angola	æŋˈɡoʊlə
angola's	æŋˈɡoʊləz
angolan	ˈæŋɡoʊlən
angolans	ˈæŋɡoʊlənz
angora	æŋˈɡɔːrə
angoras	æŋˈɡɔːrəz
angotti	ɑːŋˈɡoʊti
angove	ɑːŋˈɡoʊvi
angrier	ˈæŋɡriər
angriest	ˈæŋɡriəst
angrily	ˈæŋɡrəli
angriness	ˈæŋɡriˌnes
angry	ˈæŋɡri
angst	ˈɑːŋkst
angstadt	ˈæŋʃtæt;ˈæŋstæt
angstrom	ˈæŋstrəm
angstroms	ˈæŋstrəmz
anguiano	ɑːŋɡiˈɑːnoʊ
anguilla	ˌæŋˈwɪlə
anguish	ˈæŋɡwɪʃ
anguished	ˈæŋɡwɪʃt
anguishing	ˈæŋɡwɪʃɪŋ
angular	ˈæŋɡjələr
angulate	ˈæŋɡjuˌleɪt
angulated	ˈæŋɡjuˌleɪtɪd
angulo	ɑːŋˈɡuːloʊ
angus	ˈæŋɡəs
angy	ˈændʒi
anhalt	ˈænhəlt
anheuser	ˈænˌhaɪzər
anheuser's	ˌænˈhjuːzərz
anhydride	ænˈhaɪdrɪd
aniak	ˈæniæk
anibal	ˈænɪbəl
anikst	ˈænɪkst
aniline	ˈænəˌliːn
animal	ˈænəməl
animal's	ˈænəməlz
animals	ˈænəməlz
animals'	ˈænəməlz
animate	ˈænəmət;ˈænəˌmeɪt
animated	ˈænəˌmeɪtɪd
animates	ˈænəməts;ˈænəˌmeɪts
animating	ˌænəˈmeɪtɪŋɡ
animation	ˌænəˈmeɪʃən
animations	ˌænəˈmeɪʃənz
animator	ˈænəˌmeɪtər
animators	ˈænəˌmeɪtərz
anime	ˌænɪˈmeɪ
animism	ˈænəˌmɪzəm
animist	ˈænəməst
animists	ˈænəməsts
animosities	ˌænəˈmɑːsətiz
animosity	ˌænəˈmɑːsəti
animous	ˈænɪməs
animus	ˈænɪməs
aninat	ˈænɪnæt
anion	ˈæˌnaɪɔːn
anions	ˈæˌnaɪɔːnz
anisa	æˈniːsə
anise	ˈænəs
aniseed	ˈænəˌsiːd
anisette	ˌænəˈset
aniston	ˈænəstən
anita	əˈniːtə
anitec	ˈænɪˌtek
anitole	ˈænɪtoʊl
anixter	ˈænɪkstər
anja	ˈɑːndʒə
anjelica	ænˈdʒeləkə
ankara	ˈæŋkərə
ankara's	ˈæŋkərəz
ankeney	əŋˈkeni
ankeny	əŋˈkiːni
anker	ˈæŋkər
ankerium	æŋˈkɜːriəm
ankh	ˈænk
ankita	ˌænˈkiːtə
anklam	ˈæŋkləm
ankle	ˈæŋkəl
anklebone	ˈæŋkəlˌboʊn
ankles	ˈæŋkəlz
anklet	ˈæŋklɪt
anklets	ˈæŋkləts
ankney	ˈæŋkni
ankrom	ˈæŋkrəm
ankrum	ˈæŋkrəm
ann	ˈæn
ann's	ˈænz
anna	ˈænə
anna's	ˈænəz
annabel	ˈænəˌbel
annabella	ˌænəˈbelə
annabelle	ˈænəbəl
annabeth	ˈænəˌbeθ
annable	ˈænəbəl
annal	ˈænəl
annals	ˈænəlz
annamese	ˌænəˈmiːz
annan	ˈænən
annandale	ˈænənˌdeɪl
annapolis	əˈnæpəlɪs
annapolis's	əˈnæpəlɪsɪz
annas	ˈænəz
annaud	əˈnoʊd
anne	ˈæn
anne's	ˈænz
anneal	əˈniːl
annealing	əˈniːlɪŋ
annelid	ˈænəlɪd
annelids	ˈænəlɪdz
annen	ˈænən
annenberg	ˈænənbərɡ
annese	ɑːˈneɪzi
annett	əˈnet
annette	əˈnet
annex	ˈæˌneks;əˈneks
annexation	ˌænekˈseɪʃən
annexed	ˈænekst;əˈnekst
annexes	ˈæˌneksɪz
annexing	əˈneksɪŋ
annick	ˈænɪk
annie	ˈæni
annie's	ˈæˌniːz
annihilate	əˈnaɪəˌleɪt
annihilated	əˈnaɪəˌleɪtɪd
annihilating	əˈnaɪəˌleɪtɪŋ
annihilation	əˌnaɪəˈleɪʃən
annis	ˈæniz
annissa	æˈniːsə
anniston	ˈænəstən
anniversaries	ˌænəˈvɜːrsəriz
anniversary	ˌænəˈvɜːrsəri
anno	ˈænoʊ
annotate	ˈænəˌteɪt
annotated	ˌænəˈteɪtɪd;ˈænəˌteɪtəd
annotates	ˌænəˈteɪts;ˈænəˌteɪts
annotating	ˌænəˈteɪtɪŋ;ˈænəˌteɪtɪŋ
annotation	ˌænəˈteɪʃən
annotations	ˌænəˈteɪʃənz
annotator	ˌænəˈteɪtər
annotators	ˌænəˈteɪtərz
announce	əˈnaʊns
announced	əˈnaʊnst
announcement	əˈnaʊnsmənt;əˈnaʊnsment
announcements	əˈnaʊnsmənts
announcer	əˈnaʊnsər
announcers	əˈnaʊnsərz
announces	əˈnaʊnsɪz
announcing	əˈnaʊnsɪŋ
announcment	əˈnaʊnsmənt
annoy	əˈnɔɪ
annoyance	əˈnɔɪəns
annoyances	əˈnɔɪənsɪz
annoyed	əˈnɔɪd
annoying	əˈnɔɪɪŋ
annoys	əˈnɔɪz
annual	ˈænjuəl
annualize	ˈænjuwəˌlaɪz
annualized	ˈænjuwəˌlaɪzd
annually	ˈænjuəli
annuals	ˈænuəlz
annuit	əˈnuːɪt
annuities	əˈnuːɪtiz
annuity	əˈnuːəti;əˈnuːɪti;əˈnjuːɪti
annul	ˈænəl
annular	ˈænjələr
annulled	ˈænəld
annulment	ˈænəlmənt
annum	ˈænəm
annunciata	ɑːnunˈtʃɑːtə
annunziata	ɑːnunˌziːˈɑːtə
annunziato	ɑːnunˌziːˈɑːtoʊ
